record_id	doi	file_key	content_url	size	checksum	retrieved_date	metadata_match
14014720	10.5281/zenodo.14014720	HRCA_snRNA_allcells_rawcounts.h5ad	https://zenodo.org/api/records/14014720/files/HRCA_snRNA_allcells_rawcounts.h5ad/content	19450278232	md5:22096e0461577dc9af01ccd6191a96cb	2026-09-02	True
