GENE	Average	Muller_glia	RGC	amacrine_cells	astrocytes	bipolar_cells	cones	horizontal_cells	microglia	rods
114769	0.65931019	0.23406596	-0.65931019	-0.25673305	-0.65931019	-0.54611883	-0.4782737	2.7420351	0.1247811	-0.50113617
114770	0.15272195	0.030918114	0.1857756	0.054895299	-0.15272195	0.040830428	0.10221828	-0.15272195	-0.15272195	0.043528138
114771	0	0	0	0	0	0	0	0	0	0
114781	5.6303591	-0.12390889	0.2510606	-0.15295192	-0.057248765	0.44249759	0.5666032	-0.33232737	-0.14490407	-0.44882038
114783	3.2481003	-0.15336095	0.51065925	0.81778916	-1.0948306	0.30744368	-1.5550013	0.56731831	-0.81396837	1.4139508
114784	3.2676327	-1.8748396	0.97633704	1.4227645	2.0077755	1.3135851	-0.38816275	1.3534415	-2.5906528	-2.2202484
114785	3.0566906	-0.17778514	-0.14858549	-0.27748703	0.48093351	0.4588122	-0.05118175	-0.41833485	-0.29838041	0.43200897
114786	3.7772831	-1.9464603	1.9017112	2.4163295	-1.9117982	1.1772604	2.3165761	0.18232619	-1.9618429	-2.174102
114787	1.5123555	-0.76815358	0.49524268	1.5067681	-1.5123555	0.84976347	-0.54339632	1.3195926	-1.5123555	0.16489402
114788	3.0421638	-1.3864321	2.8773092	3.1998931	-0.7485296	2.4884607	-1.6111106	-1.5118772	-2.0432718	-1.2644417
114789	3.2290717	0.19900278	-0.50116919	-0.39978843	-1.8512171	-0.59640516	1.1559712	-0.3592409	0.99107018	1.3617766
114790	2.3838469	0.099431467	0.43220195	-0.21796991	0.71726489	-0.31727633	0.022100996	-0.27306174	-0.71434574	0.2516544
114791	3.5117836	-0.19503251	0.90921153	0.49194406	0.06428308	0.091952971	-0.36776666	0.36795237	-0.88812889	-0.47441595
114792	3.3651682	-0.80595237	1.369228	2.0814262	-1.3588246	-1.0943286	-0.65096577	2.6291614	-1.6077982	-0.56194607
114793	4.5871602	-0.67931553	-0.13517072	0.66703814	2.1969248	1.2684542	-2.032122	-1.3028587	2.5023812	-2.4853315
114794	1.2803756	-0.66985812	1.3794408	0.87541116	-1.2803756	1.6239781	-0.72849731	-0.4982973	0.061033629	-0.76283535
114795	3.1856548	-1.6096337	1.4753092	1.5148177	2.8296968	-0.10350432	-0.92096351	0.97748402	-1.7245836	-2.4386227
114798	0.69401007	-0.50375908	-0.22134905	0.83881756	-0.69401007	2.3090239	-0.51067311	-0.61676024	-0.21805298	-0.38323697
114799	4.0300941	-0.2219887	0.057779171	0.27937237	0.37770775	0.25181874	-0.47267827	0.034681052	-0.22640606	-0.080286053
114800	2.5995112	-1.2984234	3.8964498	3.2754134	-1.6028827	0.97392113	-1.737168	-0.29325989	-1.9350819	-1.2789686
114801	1.9912291	-1.1633588	1.4234503	1.6862179	-1.9912291	2.2818361	-1.6435829	2.0532608	-1.515272	-1.1313223
114803	4.1145641	-0.14327398	0.21786974	0.22199541	0.17795682	-0.092709031	-0.32057882	-0.045624736	0.044747138	-0.060382548
114804	4.7438613	-0.28674667	0.70125807	0.057901881	-0.31658582	0.47268829	0.74756414	0.91380171	-2.0644231	-0.22545847
114805	4.7063201	-2.3304294	1.253456	1.4799391	-2.3028285	1.1782017	2.7049503	2.2907176	-1.8642458	-2.4097611
114815	3.9600251	2.7637556	2.119613	1.1149993	3.3306017	-0.81220163	-2.6836369	-1.4450786	-2.2140567	-2.1739958
114818	4.2995695	-1.1630027	-0.044104222	1.1630115	2.681651	-1.3643748	0.8539277	-1.1169611	-2.5747014	1.564554
114821	1.2089099	0.54719019	0.18269216	0.60923118	-0.71777858	0.46925462	-0.18905224	-0.11244597	-1.2089099	0.41981857
114822	1.704336	0.49175634	-1.0076472	-0.023639143	1.5132082	-0.84676115	0.72362198	-0.86574438	-1.0399067	1.0551121
114823	4.7777991	-0.39545542	-0.37389984	-0.29648265	-0.041396511	-0.068445053	-0.19296396	-0.1059359	0.2017029	1.2728764
114824	0.11031231	-0.00075133617	-0.11031231	0.025272194	-0.11031231	-0.0578198	-0.11031231	-0.11031231	0.5666676	-0.092119411
114825	4.4725862	0.15339994	-0.29741008	0.59498467	-0.42034887	0.92704222	0.31963531	0.66996356	-2.0243003	0.077033518
114826	3.4137271	-0.010692684	-0.1036985	-0.11009389	0.20862418	-0.50448874	-0.21915268	0.099974064	0.91394491	-0.27441665
114827	1.392543	-0.23596728	-1.2090395	-0.11868213	0.0080174742	-0.58176798	-0.031091273	0.44399637	2.6505205	-0.9259861
114836	0.053994856	-0.053994856	-0.053994856	-0.043998233	-0.053994856	-0.053994856	-0.053994856	-0.053994856	0.42196223	-0.053994856
114876	4.9806971	-0.56358941	0.31359445	0.26427807	-0.24334883	-0.059027718	-0.41250862	-0.73517918	0.89247346	0.54330777
114879	2.9077028	0.062236314	0.87884087	0.88639366	0.18841187	0.69959642	-1.2182564	1.8545167	-1.7547658	-1.5969736
114880	4.3016443	0.33937752	2.1306081	1.2766548	-2.7045207	1.2991925	0.33896901	0.072003878	-2.1947246	-0.55756057
114881	1.9998665	-0.27559272	0.22564158	0.078491277	0.10812703	-0.094226851	-0.18892303	0.7409928	-0.45002727	-0.1444828
114882	5.0613261	-0.20583267	0.50485952	0.36595608	-0.57330416	0.37921275	0.1536227	-0.14018784	0.31712682	-0.80145321
114883	5.5426108	0.063836618	0.12182478	-0.18410173	-0.26863071	0.79364089	0.41845459	-0.30592404	-0.67734628	0.038245883
114884	2.9995717	2.9066984	1.4915514	0.55960116	2.5858054	1.1238963	-2.1329875	-2.3871665	-2.5236146	-1.6237841
114885	3.4802819	-0.14788896	-0.32936263	-0.32699893	-0.0083565675	-0.1397176	-0.36364868	-0.044599915	1.2210778	0.13949545
114897	0.28647354	-0.16257009	0.41021526	0.049886826	0.5946614	-0.012689897	-0.20800406	-0.24268944	-0.28647354	-0.14233645
114898	0.48593258	-0.34650611	0.54823805	0.94961379	0.52402988	-0.10524927	-0.40824113	-0.40868275	-0.48593258	-0.26726988
114899	2.8761482	0.39542568	-0.32018288	-0.2452599	1.0727179	-0.11189798	-0.62717801	0.60776377	-0.24476981	-0.52661875
1149	0.22659639	-0.069322099	-0.22659639	-0.18715674	0.62929132	-0.17353401	0.19444737	-0.055428004	-0.22659639	0.11489496
114900	1.7481139	-0.24383598	-0.30763763	1.1915671	0.33859614	0.27335621	-0.44740547	0.21690189	-1.2721568	0.25061454
114902	0	0	0	0	0	0	0	0	0	0
114904	1.1670737	0.19655701	-0.063742055	0.0059538454	0.67483137	-0.17123492	-0.36545278	-0.43795804	0.37136396	-0.21031838
114905	2.0074587	1.3995403	-1.4165233	1.1141544	-0.54742754	2.1013971	-1.4488412	0.5978959	-0.91473595	-0.88545975
114907	3.8915594	1.6061459	1.5190575	0.65637791	-0.27598999	-2.2021397	-0.29376563	-0.75069515	-1.3404509	1.0814601
114908	1.459057	0.55206937	-1.459057	-0.24051568	1.6267861	-0.61366187	-0.86931684	-0.12083687	1.6942248	-0.56969201
114926	2.9526489	0.19753648	-0.41244074	0.098229389	0.72217898	0.0076767353	-0.40580715	0.099076926	0.10065837	-0.40710899
114928	1.2577426	0.028032659	0.87672074	0.92658419	-0.50061885	0.24522096	-0.80168783	0.71022461	-1.2577426	-0.2267339
114932	2.2921561	-0.36614831	0.26380923	0.36122065	0.013541426	0.064237315	-0.69086002	1.2975127	-0.80352817	-0.1397848
114960	0.10515015	0.20712162	-0.10515015	0.055766474	-0.10515015	0.044102938	-0.055227135	0.020237668	-0.10515015	0.043448887
114971	1.7411839	-0.069237156	-0.51241222	0.1607301	-0.24992926	0.21373406	0.051245137	0.94648549	-0.58824695	0.047630794
114984	2.6714236	-0.18216765	0.57011884	0.53731283	0.065607	0.18587152	-0.36336358	0.65808524	-1.3100566	-0.16140756
114987	2.7062468	-0.19453237	0.37319105	-0.73372831	-0.14916916	-0.21426277	2.048456	-0.77565918	-2.2302897	1.8759944
114990	1.2519701	1.3388836	-0.66103473	-0.16631146	1.926149	-0.59009102	-0.61155279	-0.068985216	-0.77601303	-0.39104436
114991	3.2832627	0.15500496	1.0491711	0.84583892	-0.42261339	0.28153769	-2.2587754	1.2184906	1.5957418	-2.4643962
115	4.3211552	0.13132963	0.62893529	0.46121643	-0.12880799	0.14484397	0.56561099	-0.91462854	-0.99543596	0.10693619
115019	0.44965873	-0.051385911	-0.44965873	0.074445988	-0.44965873	-0.12273391	-0.10827085	0.3855435	0.90030672	-0.17858808
115024	2.6865555	-0.10513475	0.24329793	0.055757164	0.35600723	-0.1065821	0.10788868	1.6294542	-2.0221262	-0.1585622
115098	2.1624664	-0.37993102	0.22349792	0.13604391	0.29180039	-0.10284282	-0.58714647	0.26743422	0.29204564	-0.14090176
115106	2.4194087	0.084939784	0.13655663	0.23763858	0.07787415	-0.24901608	-0.30048939	0.042818194	-0.19502711	0.16470524
115111	0.8417857	0.32984563	-0.8417857	0.067854538	0.8662866	-0.38966702	-0.3851395	-0.44152788	1.0801109	-0.28597759
115123	5.4241376	-0.096118444	0.63594646	0.11299604	-0.686845	-0.11078041	-0.14327022	0.758587	-0.53094516	0.06042973
115196	1.7962712	-0.14783294	0.80552835	0.25306156	0.45152658	-0.3627594	-0.43628658	0.12158783	-0.64333416	-0.04149124
1152	6.245793	-0.47151819	-0.83337749	0.04362161	-0.31014658	0.18789901	0.43180353	1.3250118	-0.61196981	0.23867614
115201	2.1845748	-0.042554008	0.72353034	0.14500133	-0.76332497	0.10406788	0.20093683	0.40965044	-1.2991649	0.52185703
115207	0.97449089	-0.71167235	-0.014622309	-0.098448872	-0.62384049	0.068837223	0.4991808	-0.84910307	2.2719694	-0.54230034
115209	2.1252456	0.0040752233	-0.5936514	0.040206726	0.53327836	0.080651066	0.2904316	-0.54255687	-0.37927711	0.56684241
115265	0.24631417	0.47669072	-0.062810679	-0.035117488	0.41299789	-0.16444198	-0.19716919	-0.041680057	-0.24631417	-0.14215505
115273	0.27669981	-0.1005498	-0.27669981	-0.20433736	-0.27669981	-0.20016094	-0.055274335	-0.035992652	1.1737428	-0.024028097
115290	2.9586947	-0.20885734	0.87250626	-0.075080533	0.94507064	-0.46946035	0.89231761	0.33068825	-2.9586947	0.67151016
115294	4.885042	0.25906316	0.35416871	0.21699013	-0.0086730537	0.25611183	-0.75803123	0.28870865	0.23082851	-0.8391667
1153	5.159941	-0.070846099	-0.54577243	0.15208873	0.25904324	-0.069379006	-0.10413259	0.37039831	-0.06852678	0.077126618
115330	1.3675708	0.45018305	-0.081525321	0.050355572	-0.4727968	-0.25089696	0.096670584	0.28829765	-0.49356246	0.41327468
115350	0.0085816506	-0.0085816506	-0.0085816506	0.038796532	-0.0085816506	0.00033983531	-0.0085816506	-0.0085816506	-0.0085816506	0.012353536
115352	0.0009493918	-0.0009493918	-0.0009493918	-0.0009493918	-0.0009493918	-0.0009493918	-0.0009493918	-0.0009493918	-0.0009493918	0.0075951344
115353	1.9727095	0.30705618	-0.31833598	-0.057765331	-0.010845943	0.16583192	-0.31286771	0.69061663	-0.51163826	0.047948503
115361	0.67190623	0.86269245	-0.33340867	-0.22223357	0.085217491	-0.50798492	-0.38202855	-0.47116536	1.3419536	-0.37304247
115362	0.29684694	0.034079421	-0.29684694	-0.15380388	-0.29684694	-0.27149912	0.30874822	-0.29684694	1.2520931	-0.2790769
115399	0.78229712	0.3686866	0.097302292	-0.14325425	-0.3076355	-0.30547637	0.56706264	-0.1169776	-0.78229712	0.62258931
1154	0.12241875	-0.076496162	0.061084737	0.32069524	-0.12241875	0.10461673	-0.086745359	-0.045168933	-0.12241875	-0.033148753
115416	3.3122153	0.2248781	0.019637969	0.21587928	-0.055193189	0.12610204	-0.54013272	0.070476132	-0.26309681	0.2014492
115426	4.3469107	-0.20351197	-0.24228468	0.03450139	-0.14215513	-0.056134402	0.18543441	-0.068792445	0.045852913	0.44708991
1155	3.1037764	-0.55136714	0.44114604	0.029716637	-0.1489091	-0.16203084	-0.73112952	0.60834939	0.43945406	0.074770471
115509	1.1140716	0.016674427	0.2775305	0.21511444	-0.058047806	0.1301045	0.084668506	0.54937714	-1.1140716	-0.10135009
115548	4.5123115	-0.027235677	0.20061565	-0.15119765	-0.057332886	-0.18824678	-0.69102513	-0.33345596	1.5224167	-0.27453832
115557	1.6088647	-0.53317198	0.59464749	0.95533505	0.34229785	0.9814877	-0.39251491	0.56362621	-1.6088647	-0.90284276
115560	1.3271982	0.20032772	-0.15918087	0.41725901	-1.3271982	0.53169918	0.088254801	0.63517233	-0.65021827	0.2638843
115584	1.5224612	0.71183732	-0.13085912	0.5443597	0.2800147	-0.067262263	-0.46200534	0.084151645	-1.0465041	0.086267506
115650	0.83143335	-0.7519753	-0.35877233	0.066487762	-0.83143335	-0.48754929	-0.83143335	1.1882308	2.709454	-0.7030089
115653	0	0	0	0	0	0	0	0	0	0
115677	0.47176122	2.687849	-0.47176122	0.26567985	-0.47176122	-0.28978245	-0.47176122	-0.42797713	-0.47176122	-0.34872441
115701	1.5394809	0.87183724	-1.5394809	-1.0504371	-0.78235714	-1.123124	2.9698672	3.1002383	-1.5394809	-0.9070627
115703	2.5572072	-0.16277101	0.37264626	0.28736283	0.48157087	0.25075535	0.072774373	0.36849764	-1.8927779	0.22194155
115704	3.4481122	-0.39354913	0.21202824	0.52038787	0.024110636	0.15511447	0.1231898	0.50052086	-1.0242646	-0.11753811
115708	1.6381128	-0.30938333	-0.24651068	0.27173612	-0.32191811	-0.0338397	-0.082186571	0.74827411	0.24856641	-0.27473825
115727	0.56538177	0.28532411	-0.56538177	0.14716047	-0.090720157	-0.043819231	-0.56538177	-0.13462685	1.2614599	-0.29401469
115749	1.774845	3.0106752	-0.98252472	0.43666896	0.23538311	0.19501641	-0.42857016	-0.16375883	-1.774845	-0.52804491
115752	3.2100924	0.017985263	-0.016960232	-0.089751353	0.19532215	0.028135316	-0.03405128	0.23014668	-0.77045475	0.4396282
115761	0.29796033	-0.29796033	-0.11445684	-0.17362475	-0.29796033	-0.29796033	-0.29796033	-0.29796033	2.0646759	-0.28679271
115795	0.78015398	0.14307903	-0.59665049	0.13665071	-0.42950358	0.65832917	0.09374489	-0.52711106	0.093854376	0.42760696
1158	0.99513051	0.02159926	-0.99513051	0.45198731	-0.99513051	0.52930516	0.35870811	1.6850394	-0.99513051	-0.061247751
115811	1.7849273	0.55341545	-1.0882385	0.20332379	-0.016710265	-0.42990021	0.80262688	0.6722379	-1.1079474	0.41119227
115817	2.5809372	-0.24203324	-0.52064648	0.06079045	0.17258954	-0.0020648845	0.16323573	0.24233375	-0.62035265	0.74614778
115825	4.9864471	0.31308161	-0.03208593	-0.41456575	0.48576005	-0.35848858	-0.12276248	-0.094976105	0.50706332	-0.28302613
115827	3.4261617	-2.2087215	1.6597819	1.8760363	-1.9694861	1.6927032	0.38814926	-0.788611	-0.88265217	0.23280004
115861	2.3673381	-0.10039643	-2.0288405	-0.48658292	-1.0795371	-0.52347286	2.7164329	-0.8692649	-0.71488767	3.0865494
1159	2.0715123	-1.1952825	2.4485361	0.71777924	-1.4548242	-0.25293809	0.74135013	0.26090869	-1.5955552	0.33002587
115908	1.2175937	0.083267954	-0.74493267	0.066198904	2.9902735	-0.43134721	-0.56930992	-0.11361618	-0.74163661	-0.53889782
115939	1.8212397	-0.43594982	0.10171693	0.31602039	-0.026014516	0.23827556	-0.088322962	0.50190336	-0.66830274	0.0606738
115948	1.0575354	0.91146166	0.55756308	0.0012035814	0.187889	-0.65321773	0.4471785	-0.53650575	-1.0575354	0.14196307
115950	1.5865797	-0.009206685	0.47371101	0.082155666	-0.088756746	0.0043261074	-0.07044912	-0.27332844	-0.43364275	0.31519096
115992	1.9465092	-0.062717519	-0.14885394	0.021234289	-0.61323106	-0.37915753	-0.59493305	-0.14985017	2.1777984	-0.25028944
116	0.39080354	-0.39080354	1.6948276	-0.34633794	0.9147541	-0.32061361	-0.39080354	-0.39080354	-0.39080354	-0.37941603
1160	2.1223462	0.67415899	-0.63527356	0.42705909	0.12300962	0.041875229	0.49002629	0.08602367	-1.4453663	0.238487
116028	1.1136843	0.36548639	-0.1538157	0.30865638	0.1651465	-0.18206499	-0.30028946	-0.2668365	0.34738692	-0.28366954
116039	0.00063839573	-0.00063839573	-0.00063839573	-0.00063839573	-0.00063839573	-0.00063839573	-0.00063839573	-0.00063839573	-0.00063839573	0.0051071659
116064	3.2213693	-0.20559991	-0.036538331	0.24450136	0.36310813	-0.0036900279	-0.36915164	0.52277064	-0.37127654	-0.14412368
116068	2.7453918	0.38946982	-1.3537897	-0.24466608	0.58010699	-0.24098359	0.35734632	0.11014951	0.14409306	0.25827364
116071	0.21555799	-0.035281973	0.66404141	-0.091014184	-0.21555799	-0.12676294	-0.047235651	0.031993609	-0.21555799	0.035375719
116085	0.0024345994	0.011905382	-0.0024345994	0.0051368136	-0.0024345994	-0.0024345994	-0.0024345994	-0.0024345994	-0.0024345994	-0.0024345994
116092	2.9763788	-0.35975075	-0.28876928	-0.099143272	0.085538504	0.047155341	0.037864466	0.20200563	0.22599731	0.14910205
116093	0	0	0	0	0	0	0	0	0	0
1161	3.8832855	-0.32374163	0.34024349	0.080459755	-0.063774923	0.0197603	0.089821935	-0.044696886	-0.13694097	0.038868929
116113	1.2937341	-0.047882171	-0.41413466	0.43017369	-0.03137303	0.39041603	-0.18519124	0.54321643	-0.81777698	0.13255193
116115	1.3285079	0.1315794	-0.29433727	0.15095169	-0.57576033	0.15769666	0.053854474	-0.018669532	0.012901327	0.38178358
116135	1.4617132	-0.61614358	2.1118703	-0.57441866	-0.2460775	0.97684626	0.36840312	-1.3863601	-0.98575611	0.35163629
116138	2.826884	-0.59872965	0.13472995	0.42387859	-0.10576998	0.054358442	-0.23123504	0.37023042	0.092680357	-0.14014308
116143	3.1825943	-0.057305127	0.21874836	0.25751066	0.10799504	0.40602998	0.7713462	0.106364	-2.1837024	0.37301326
116150	3.1009568	-0.12702335	0.1004083	0.38712496	0.49570348	0.51411942	0.15398183	-0.11031931	-1.6398856	0.22589024
116151	1.3524984	-0.23234007	-1.1689949	0.10060207	0.10417721	0.042257693	0.48238275	-0.28886547	0.19734081	0.76343994
116154	2.2234584	-1.5844585	3.6048606	3.1528606	-2.2234584	1.5993541	-1.5740471	0.70423312	-2.2234584	-1.455886
116159	0.9487975	1.125742	1.8551249	1.4958173	-0.67071154	-0.53108389	-0.70447268	-0.76338737	-0.9487975	-0.85823124
116173	0.38298306	0.57928635	-0.38298306	-0.26395201	1.5102927	-0.26047077	-0.28391506	-0.30763001	-0.38298306	-0.20764506
116179	0.05180059	0.030203517	0.1317029	-0.0037674801	-0.05180059	-0.0058659396	-0.05180059	-0.05180059	-0.05180059	0.054929362
116211	0.33904454	0.33394907	-0.33904454	0.10616221	-0.060958577	-0.090081074	0.19003808	0.079151668	-0.33904454	0.1198277
116224	2.1359599	1.0252215	-0.0014966407	-0.4668237	0.16898711	-0.29570468	-0.50721376	0.030056654	0.40754962	-0.36057605
116225	3.3202397	-0.87296275	-1.746022	-0.50928698	-0.41527709	-0.4524837	1.6589121	-0.44612901	0.13329345	2.649956
116228	4.0061499	0.0056214128	-0.99374542	-0.12643549	0.32172501	0.19405155	0.1666411	0.15978395	-0.092820118	0.36517801
116236	0.84601072	-0.22053944	-0.66250723	-0.3324466	-0.21727437	-0.68303648	0.1176945	-0.53903059	2.7417361	-0.20459589
116238	0.10015188	0.43000133	-0.10015188	0.0021305495	-0.10015188	0.0056484764	-0.10015188	-0.10015188	-0.10015188	0.062979059
116254	3.6137654	0.36809851	-0.15376058	0.43077244	0.46651607	0.29186638	-0.15035899	0.3116238	-1.5940399	0.029282254
116255	0.65432153	0.89819054	0.22527788	-0.13393317	1.1941519	-0.5018121	-0.52012955	0.018101659	-0.65432153	-0.5255256
116285	0.43020672	-0.060880224	0.73781059	0.29301215	-0.43020672	-0.14912249	-0.22040818	-0.029301347	0.045750367	-0.18665416
1163	0.92481425	-0.0130722	-0.33387886	-0.14792407	0.22963253	-0.30881741	-0.43661184	0.90700855	0.42515119	-0.32148789
116328	1.8077575	-0.46123389	1.2145027	0.3969287	-0.91015285	1.8042188	-1.3649502	2.0401895	-1.8077575	-0.9117452
116337	0.013606866	0.011733617	-0.013606866	0.051499368	-0.013606866	0.0098584079	-0.013606866	-0.013606866	-0.013606866	-0.0050570607
116362	0.50970986	0.23316314	-0.32620637	0.074026487	0.24303771	-0.076378712	-0.33939002	-0.11262672	-0.50970986	0.81408434
116369	0.96972616	-0.21719447	1.7581764	0.96955487	-0.18202674	-0.25666343	-0.79678085	-0.29366235	-0.49376908	-0.4876343
116372	0.78069185	-0.15360219	-0.59718836	1.0377852	-0.39946575	-0.011622166	-0.61160452	1.9877715	-0.78069185	-0.47138185
116379	0.031900847	0.15678641	-0.031900847	0.015380549	-0.031900847	-0.017146623	-0.031900847	-0.031900847	-0.031900847	0.0044839054
1164	1.2788049	1.718797	-0.58211608	-0.34420739	-1.0007189	0.18893056	-0.62429578	-0.01777033	0.4806134	0.18076754
116412	1.0071556	-0.12234095	-0.047287	-0.20590939	-0.65650518	-0.26382761	0.2702399	-0.14074262	0.54383269	0.62254016
116441	0.19248327	0.13326263	-0.19248327	-0.18374063	1.1678822	-0.17031446	-0.19248327	-0.19248327	-0.19248327	-0.17715662
116442	1.5394975	-0.30778247	0.29098545	0.17054709	0.085607519	0.26735466	-0.010618074	0.50143552	-1.0635404	0.066010731
116443	1.4552693	-0.23201074	-1.1167717	2.4592252	0.56125657	-0.46543534	-0.80352686	0.59111852	-0.58126094	-0.41259467
116444	0.83411201	0.47359954	-0.65060852	0.5134576	-0.83411201	0.3767488	-0.46468143	0.2439984	0.31882498	0.022772651
116447	1.6100149	0.077962049	1.3722258	0.44043975	0.25055208	-0.035198512	-0.57580159	0.37062028	-1.6100149	-0.29078499
116448	0.0068037901	0.017099404	-0.0068037901	-0.0031593704	-0.0068037901	0.012524589	-0.0068037901	-0.0068037901	-0.0068037901	0.0075543285
116449	1.4271664	1.6550491	0.26499761	2.1182734	-0.42606357	-0.7819138	0.1859446	-0.90001541	-1.4271664	-0.68910545
116461	3.7331169	-0.1848021	0.32038451	0.058481696	0.27380283	-0.15271988	-0.22823372	-0.0071663786	-0.30350214	0.22375519
116511	0	0	0	0	0	0	0	0	0	0
116512	0.0026289769	-0.0026289769	-0.0026289769	0.021031815	-0.0026289769	-0.0026289769	-0.0026289769	-0.0026289769	-0.0026289769	-0.0026289769
116519	0	0	0	0	0	0	0	0	0	0
116534	0.29977777	-0.2700505	2.0091732	0.011673815	-0.29977777	-0.26067739	-0.29977777	-0.29977777	-0.29977777	-0.29100808
116535	0.21745007	0.26105969	-0.21745007	-0.065671373	0.79251239	-0.085859256	-0.21745007	-0.14209702	-0.21745007	-0.10759422
116540	0.51314402	0.12412519	0.18354478	0.0081610791	0.23960356	0.17639619	0.005839812	-0.35010215	-0.51314402	0.12557555
116541	2.2095324	-0.3295714	-1.1062007	-0.2673292	-0.48128034	0.22231449	0.45664259	0.10541577	0.55311382	0.846895
116729	0.075500095	-0.006054911	-0.075500095	-0.019567436	-0.075500095	0.29275238	0.044502303	-0.075500095	-0.075500095	-0.0096319518
116832	0.91226738	0.31011375	0.12190325	0.39478092	-0.031132442	0.2556494	-0.56629567	0.059970604	-0.026857465	-0.51813236
116835	0.46376011	-0.24855043	-0.12526256	0.10916099	-0.46376011	0.20327596	-0.34381776	0.28443432	0.2132198	0.3712998
116840	2.4346944	0.51960136	0.10551376	0.27214244	-0.60947312	-0.14612056	-0.33037667	-0.31808638	0.43167451	0.075124661
116841	2.5119992	-0.090309992	-0.03742625	0.57961888	0.14943509	0.17433622	-0.29563965	0.35854226	-0.96216001	0.12360346
116842	1.4410969	0.079377795	-0.74440812	0.25601335	-0.6839732	-0.12988723	-0.14901219	0.13076038	0.99303504	0.24809417
116843	2.7943761	-0.15681428	-0.40841184	0.72278685	1.1361227	-0.19311917	-1.078992	-0.9775014	1.9559072	-0.99997795
116844	0.0061105043	0.025434651	-0.0061105043	0.014159872	-0.0061105043	-0.0029314977	-0.0061105043	-0.0061105043	-0.0061105043	-0.0061105043
116931	3.9472185	2.4027488	0.27335603	1.1630428	-0.63288645	0.69543054	-1.3044437	1.6608995	-1.84378	-2.4143676
116966	4.4744922	-0.62762692	0.24922707	0.36505176	-0.20512411	-0.08220934	0.81852157	0.13981734	-1.317644	0.65998666
116969	0.28366405	0.40425093	-0.28366405	0.81823485	-0.0055780871	-0.15123665	-0.17112516	-0.20831099	-0.28366405	-0.1189068
116983	3.8865932	-0.62964081	0.3486674	0.68097844	-0.16418854	0.5967623	-0.042243233	0.11460961	-1.680641	0.77569583
116984	2.5504374	0.13488248	2.5491125	0.43310887	2.9929943	-1.4177414	-2.4093341	-2.422023	2.2605805	-2.1215803
116985	2.7256334	0.39109074	0.39018369	-0.72548752	-0.69620561	-0.60501566	0.58100229	-0.57025589	1.8221673	-0.58747932
116986	1.1855264	-0.81730459	1.618396	1.5314131	-0.83487595	0.53495675	-0.74920704	0.64283509	-1.1855264	-0.74068699
116987	6.8587587	-0.32792213	-0.090123316	-0.12907905	-0.70737359	1.1527866	1.1874943	0.36643318	-1.8536458	0.40142988
116988	3.5150286	-0.48792231	0.25307838	0.5830868	-0.86739714	0.50032148	-0.76789947	0.5992836	0.47164268	-0.28419402
117	1.3249599	-1.1526668	-0.44536052	1.8352988	1.2985294	-0.46229753	-1.1007993	2.3786451	-1.3249599	-1.0263892
117143	2.5695941	-0.2257389	0.1713865	0.0092740718	-0.11013566	0.00090410417	0.52812703	0.22499884	-0.90009292	0.30127694
117144	0.06544329	-0.011090449	-0.06544329	0.03750388	-0.06544329	0.039925905	0.14446771	-0.06544329	-0.06544329	0.050966118
117145	3.5939329	-0.23246427	0.49731345	0.34383244	0.011995747	0.082957422	0.86057063	-0.98141441	-1.5823701	0.99957912
117153	4.2271991	-0.15696903	-0.32437793	0.054854562	-0.11061057	0.17506604	0.1140965	-0.31633964	0.5137298	0.050550273
117154	2.7811489	1.6799678	0.53620763	2.2508771	-1.53727	0.5365052	-1.3714963	1.0859413	-1.782257	-1.3984758
117155	4.6371989	-0.68213968	0.081138899	0.078549567	-0.80197519	0.11047227	1.0008235	-0.46480601	-0.57665338	1.25459
117156	0.30803162	-0.225248	-0.30803162	-0.30803162	2.245334	-0.30485261	-0.30803162	-0.30803162	-0.30803162	-0.17507527
117157	0.13980181	-0.081149008	-0.13980181	-0.005491998	-0.13980181	-0.10079962	-0.09065683	0.3167378	0.33615527	-0.095191999
117159	0.066413562	-0.066413562	-0.066413562	0.020644981	-0.066413562	-0.054838344	-0.066413562	0.4264956	-0.066413562	-0.060234423
117166	0.5636552	-0.025591462	0.1330336	0.45560314	0.095656861	0.079325638	-0.11396357	0.3807108	-0.5636552	-0.4411198
117177	4.3222806	0.71471999	0.30773104	-0.80572037	0.35294515	1.3188904	0.71223923	-0.68784435	-2.4954389	0.58247787
117178	3.807381	0.80776835	-0.31621408	-0.95477166	-0.86668068	-0.10056333	2.2139123	-0.66568141	-1.7589276	1.6411581
117194	0.041364861	-0.02702488	0.14213863	-0.0041651597	-0.041364861	0.089706882	-0.041364861	-0.041364861	-0.041364861	-0.035196027
117195	0.063765535	0.11825843	-0.063765535	0.13251654	-0.063765535	0.0039961141	-0.0082586142	-0.063765535	-0.063765535	0.0085496664
117196	0	0	0	0	0	0	0	0	0	0
117246	1.5565414	0.17261271	-0.069468713	-0.01662128	-0.35000328	0.047795216	-0.43259244	0.31868409	0.32776045	0.0018332406
117247	2.8255267	0.071428705	0.77040854	1.3798764	0.58583022	0.81762904	-1.5407118	-0.24601095	0.28724209	-2.1256922
117248	1.3381428	2.6080413	-0.74720743	0.97003547	0.85772467	-0.43400057	-0.87542825	-0.56230965	-1.3381428	-0.4787127
