trait	gene	cell_spearman_rho	cell_P_descriptive	donor_spearman_rho	donor_P	marker_support	program_support	cell_FDR_descriptive	donor_FDR	candidate_support	analysis_note
AMD	SH2D3A	0.049809739749418686	1.1392825625154237e-06	0.4761904761904762	0.23293553465009798	False	NONE	1.2032792990517839e-05	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	FGFRL1	0.04813032899424997	2.580549937677854e-06	0.4761904761904762	0.23293553465009798	False	NONE	2.4945316064219257e-05	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	CCDC66	0.047575946189502734	3.360753313642848e-06	0.4761904761904762	0.23293553465009798	False	NONE	3.133650637407582e-05	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	TMEM260	0.04613059443235025	6.602963292332341e-06	0.4761904761904762	0.23293553465009798	False	NONE	5.734857966081541e-05	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	STRN4	0.0450269448719362	1.091602860010794e-05	0.4761904761904762	0.23293553465009798	False	NONE	9.066662589701304e-05	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	EPHA2	-0.043952403694640395	1.7617858977841703e-05	-0.4761904761904762	0.23293553465009798	False	MG_program_03	0.00013827594821599613	0.6670338071737534	MARKER_OR_PROGRAM_SUPPORTED	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	CNRIP1	0.04298977922226271	2.680873909183244e-05	0.4761904761904762	0.23293553465009798	False	NONE	0.00020074289972046082	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	LRRK1	0.03898141765553907	0.00014056076726198428	-0.4761904761904762	0.23293553465009798	False	NONE	0.000866664766793712	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	ALDH6A1	0.036185720857919726	0.00040940229539528593	0.4761904761904762	0.23293553465009798	False	NONE	0.002202790337802938	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	EZH2	0.03551352489868072	0.0005238438283376554	0.4761904761904762	0.23293553465009798	False	NONE	0.0027326121655052694	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	RAB1B	0.03469130167117568	0.0007042718794585008	0.4761904761904762	0.23293553465009798	False	NONE	0.003528577410698375	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	COL11A1	-0.033643776545503906	0.0010178282130816963	-0.4761904761904762	0.23293553465009798	False	NONE	0.004905645274881077	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	MCM3	0.032588155355769415	0.0014605626841119727	0.4761904761904762	0.23293553465009798	False	NONE	0.006681879017421352	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	CEP63	0.03228962437053158	0.0016146962399097315	0.4761904761904762	0.23293553465009798	False	NONE	0.007308849911337436	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	MRPL24	0.03218380537500739	0.0016728311717449252	0.4761904761904762	0.23293553465009798	False	NONE	0.007531703659416367	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	PPCDC	0.031023454026413978	0.0024493424994213187	-0.4761904761904762	0.23293553465009798	False	NONE	0.01047706254127469	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	CELF2	-0.030668992228187572	0.0027453501737065354	-0.4761904761904762	0.23293553465009798	False	NONE	0.011484826765799223	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	YIPF5	0.030441228125634785	0.002952430850554987	0.4761904761904762	0.23293553465009798	False	NONE	0.012206822719463226	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	TAP2	0.028416462051644848	0.005522844954628556	0.4761904761904762	0.23293553465009798	False	NONE	0.020542895922028914	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	DDX17	0.02816950675405069	0.005946482800022512	0.4761904761904762	0.23293553465009798	False	NONE	0.021763491060617153	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	AC084724.1	-0.02815936126982192	0.005964496813555887	-0.4761904761904762	0.23293553465009798	False	MG_program_03	0.02178282614299706	0.6670338071737534	MARKER_OR_PROGRAM_SUPPORTED	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	AL139246.5	0.027386199355776526	0.007490781300670679	0.4761904761904762	0.23293553465009798	False	NONE	0.026563164363621827	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	C12orf43	0.02737059328011668	0.0075249044663034765	0.4761904761904762	0.23293553465009798	False	NONE	0.02665654563529037	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	MPHOSPH10	0.02576364286648521	0.011879403826045649	0.4761904761904762	0.23293553465009798	False	NONE	0.038752449850074554	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	CBX5	0.024035718012239665	0.018928719848817534	0.4761904761904762	0.23293553465009798	False	NONE	0.05730476508103733	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	SRRM5	0.02251186458401408	0.027942094730388778	0.4761904761904762	0.23293553465009798	False	NONE	0.0780553862590942	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	MEAF6	0.0221358104931381	0.03066671305802494	0.4761904761904762	0.23293553465009798	False	NONE	0.0840204099956456	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	TSR3	0.022027833791296438	0.03149000127064715	0.4761904761904762	0.23293553465009798	False	NONE	0.0858635731857805	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	CCDC91	-0.020951327312794518	0.04078687360219557	-0.4761904761904762	0.23293553465009798	False	NONE	0.10597773839537832	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	TAF4	0.02083211695196415	0.04194677425401405	0.4761904761904762	0.23293553465009798	False	NONE	0.10845676532882198	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	ORMDL2	0.020681505464257555	0.043452001424323254	0.4761904761904762	0.23293553465009798	False	NONE	0.11104760931593292	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	SLC7A6	0.018598958708713805	0.06937616047030755	0.4761904761904762	0.23293553465009798	False	NONE	0.16316510043257212	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	FBXL6	0.018391951159705464	0.07253475418867841	0.4761904761904762	0.23293553465009798	False	NONE	0.16828062971773391	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	SYNPR	-0.01759955947041027	0.08572959852109203	-0.4761904761904762	0.23293553465009798	False	MG_program_04	0.19211963728826256	0.6670338071737534	MARKER_OR_PROGRAM_SUPPORTED	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	CFD	0.015819921000229237	0.12244641875547056	0.4761904761904762	0.23293553465009798	False	NONE	0.2507550239265232	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	KISS1R	0.014931897433667672	0.14487542074759657	0.4761904761904762	0.23293553465009798	False	NONE	0.2829701425789244	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	SLC6A9	0.014134191403418747	0.16759231886478299	-0.4761904761904762	0.23293553465009798	False	NONE	0.3140168666100877	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	PXK	0.013356896046186378	0.19220496637694898	0.4761904761904762	0.23293553465009798	False	NONE	0.3480322447991818	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	RRAGD	0.013258367861228165	0.19550540099235791	0.4761904761904762	0.23293553465009798	False	NONE	0.35248655542457785	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	PCDHGA11	-0.012119298741865462	0.23671272442477	0.4761904761904762	0.23293553465009798	False	NONE	0.4062582816237425	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	WDR72	-0.01127584995453401	0.27094476301120457	-0.4879500364742666	0.2199438192418187	False	NONE	0.446400086193713	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	INPP4A	-0.011097140907130319	0.27861291153102247	-0.4761904761904762	0.23293553465009798	False	NONE	0.4546558813825269	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	SKIL	-0.010484999065026616	0.3059900747490235	-0.4761904761904762	0.23293553465009798	False	NONE	0.4843191654908226	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	IKZF3	0.010136926826469952	0.3223268752509395	-0.4879500364742666	0.2199438192418187	False	NONE	0.504345023826573	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	AC004949.1	-0.009953079148676195	0.33118129221238835	0.4761904761904762	0.23293553465009798	False	NONE	0.513842009360343	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	ITPR1	-0.009388155803739251	0.3593626490303271	-0.4761904761904762	0.23293553465009798	False	NONE	0.541258356065924	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	AC007100.1	-0.009333673453329914	0.3621579758796537	-0.4761904761904762	0.23293553465009798	False	NONE	0.5449454423790483	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	GPC6	0.009331138001452714	0.3622883931654982	-0.4761904761904762	0.23293553465009798	False	NONE	0.5449454423790483	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	CDH1	-0.008541266351244105	0.4043407579687205	-0.4879500364742666	0.2199438192418187	False	NONE	0.5850545766464954	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	MUC13	0.007492038691853801	0.46450218679466426	0.47905050476530353	0.22974054535741797	False	NONE	0.6391340905554247	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	YLPM1	0.00683166410015884	0.5047855097091687	0.4761904761904762	0.23293553465009798	False	NONE	0.6744927818136568	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	ITGB5	0.006658074424666251	0.515672181690646	0.4761904761904762	0.23293553465009798	False	NONE	0.683731834734697	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	ZFAND5	-0.006259959540661731	0.5410922778984129	-0.4761904761904762	0.23293553465009798	False	MG_program_05	0.7064547023915944	0.6670338071737534	MARKER_OR_PROGRAM_SUPPORTED	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	LINC02109	0.006002519893077498	0.5578568986424579	0.4879500364742666	0.2199438192418187	False	NONE	0.7195575978720282	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	LINC00504	-0.005796091438912682	0.5714796479116702	-0.4761904761904762	0.23293553465009798	False	NONE	0.7310961115770945	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	AC016549.1	0.005779698431421207	0.5725682103721156	0.4879500364742666	0.2199438192418187	False	NONE	0.7321855066866142	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	PCDHAC1	0.005721522338766982	0.5764392641475494	0.4761904761904762	0.23293553465009798	False	NONE	0.7354866375514222	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	INPP5J	-0.00443303532278959	0.665162462835036	-0.4761904761904762	0.23293553465009798	False	NONE	0.802604353956803	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	FAM83G	0.004170898510961488	0.6838580936205911	-0.4761904761904762	0.23293553465009798	False	NONE	0.8120882203113131	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	CCDC187	-0.003947623262858133	0.6999369360562213	-0.4879500364742666	0.2199438192418187	False	NONE	0.8219575137901131	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	AC016074.2	-0.003479423532110705	0.7340861787681174	-0.4761904761904762	0.23293553465009798	False	NONE	0.8480901092992903	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	ACTL6B	-0.002850976961489706	0.7807515730264838	0.4761904761904762	0.23293553465009798	False	NONE	0.8765863748556972	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	ARFGEF3	-0.002589123222348036	0.8004421077214884	-0.4761904761904762	0.23293553465009798	False	NONE	0.8887452604227557	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	BTG2	-0.002021669719533591	0.8435344000714903	-0.4761904761904762	0.23293553465009798	False	MG_program_04	0.9149206710125641	0.6670338071737534	MARKER_OR_PROGRAM_SUPPORTED	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	FANCE	0.001994507556336757	0.8456099833335595	0.4761904761904762	0.23293553465009798	False	NONE	0.916313276069714	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	WDR1	0.0008287919524180982	0.9355099674720637	-0.4761904761904762	0.23293553465009798	False	NONE	0.9677494282616089	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	ZMAT3	-0.00022898495317066076	0.9821642463505527	0.4761904761904762	0.23293553465009798	False	NONE	0.9909708130315473	0.6670338071737534	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	KCNT2	0.11171216769316794	7.366884808150723e-28	-0.4523809523809524	0.260404767436885	False	NONE	1.4829105772642219e-25	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	CD63	0.09903872493631556	3.2312745057542725e-22	0.4523809523809524	0.260404767436885	False	NONE	3.455444174590975e-20	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	HLA-A	0.09775337394511616	1.1056321601261018e-21	0.4523809523809524	0.260404767436885	False	NONE	1.0809923577004345e-19	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	PBX2	0.08817349023300436	6.402126534580835e-18	0.4523809523809524	0.260404767436885	False	NONE	4.564182708611587e-16	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	PICK1	0.07810276826849565	2.2269808266045047e-14	0.4523809523809524	0.260404767436885	False	NONE	9.408306652642735e-13	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	MFF	0.07393479607926698	4.897850212792521e-13	0.4523809523809524	0.260404767436885	False	NONE	1.710249329405715e-11	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	NRXN3	-0.06210937882896261	1.2825991098613418e-09	-0.4523809523809524	0.260404767436885	False	NONE	2.3470877828585625e-08	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	NEIL1	0.06124026276243434	2.170990856164996e-09	0.4523809523809524	0.260404767436885	False	NONE	3.7903728111207226e-08	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	RPS20	0.05892428117303223	8.52448760966089e-09	0.4523809523809524	0.260404767436885	False	NONE	1.3504998426046094e-07	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	PSMB8	0.053412526152551	1.8051634498022115e-07	0.4523809523809524	0.260404767436885	False	NONE	2.1905210373131803e-06	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	ADAR	0.049246221648276904	1.5032888291762221e-06	-0.4523809523809524	0.260404767436885	False	NONE	1.535598320430159e-05	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	ULK4	-0.046114689880799496	6.651502762149842e-06	-0.4523809523809524	0.260404767436885	False	NONE	5.762390494196648e-05	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	SLIT3	0.04493476840223436	1.1378334139442723e-05	-0.4523809523809524	0.260404767436885	False	NONE	9.40499019931715e-05	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	GJA9	0.03981833581628849	0.0001006653705940519	0.4523809523809524	0.260404767436885	False	NONE	0.0006450878242937184	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	NPPA	0.03879647616507267	0.00015119210583167247	0.4523809523809524	0.260404767436885	False	NONE	0.0009246967228080208	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	AGPAT5	0.03848107692060893	0.00017108781407439462	0.4523809523809524	0.260404767436885	False	MG_program_04	0.0010362168137390767	0.6876421359419953	MARKER_OR_PROGRAM_SUPPORTED	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	QARS	0.03787256025926562	0.00021661926022913865	0.4523809523809524	0.260404767436885	False	NONE	0.0012714770300242067	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	TCEA1	0.037746042630350515	0.00022741554674476558	0.4523809523809524	0.260404767436885	False	NONE	0.0013257512793195705	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	NARF	0.0374015407644216	0.0002594285959091536	0.4523809523809524	0.260404767436885	False	NONE	0.001482077888482677	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	TFPI	0.0371697775537261	0.0002832922466665487	0.4523809523809524	0.260404767436885	False	NONE	0.0016023571373436855	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	WNT5A	0.03484942565123891	0.0006656196198082366	0.4523809523809524	0.260404767436885	False	NONE	0.0033744449466426452	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	SOX5	-0.03433824494610874	0.0007982203361062565	-0.4523809523809524	0.260404767436885	False	NONE	0.00395430305823756	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	PKN1	0.032199172114750256	0.0016642711552148685	0.4523809523809524	0.260404767436885	False	NONE	0.007513371890692982	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	IFITM10	0.02953483577155261	0.003925372537071587	0.4523809523809524	0.260404767436885	False	NONE	0.015439798645814906	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	TEF	0.02888421361451933	0.004794335550739404	0.4523809523809524	0.260404767436885	False	NONE	0.018290096159008073	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	ANKDD1B	0.028263338345414255	0.005782187142628582	0.4523809523809524	0.260404767436885	False	NONE	0.0212759617226613	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	PTPN11	0.028134239007164694	0.006009314927950241	-0.4523809523809524	0.260404767436885	False	NONE	0.02192310840452636	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	C1orf54	0.028066086060266192	0.00613243158620453	0.4523809523809524	0.260404767436885	False	NONE	0.02232466051914032	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	COMMD2	0.026548262522978847	0.009532333423259827	0.4523809523809524	0.260404767436885	False	NONE	0.03245735818347774	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	GNAQ	-0.025929917419648417	0.011343081222689703	-0.4523809523809524	0.260404767436885	False	NONE	0.037251462518276546	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	SAPCD1	0.025404003054587117	0.01311695956077568	-0.4523809523809524	0.260404767436885	False	NONE	0.04215804951110293	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	UCHL3	0.024550969982939545	0.016518297023642256	0.4523809523809524	0.260404767436885	False	NONE	0.05143367826651847	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	KCNB2	-0.024474999263232256	0.016855829534004198	-0.4523809523809524	0.260404767436885	False	NONE	0.05234178644769724	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	AC009975.1	0.022960226699843492	0.024968566452263342	0.4523809523809524	0.260404767436885	False	NONE	0.07174007926082716	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	MFRP	-0.022251466732795034	0.029805437788909706	-0.4637130167514838	0.24713781718399952	False	NONE	0.08212094051018438	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	NEGR1	-0.022119986894778756	0.030786195032241635	-0.4523809523809524	0.260404767436885	False	MG_program_05	0.08414565447310772	0.6876421359419953	MARKER_OR_PROGRAM_SUPPORTED	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	PCDHA3	0.02177821265521417	0.033466137708265516	0.467074242146171	0.24326991663399547	False	NONE	0.09017411278557842	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	C11orf68	0.02174765618577188	0.033715175792677764	0.4523809523809524	0.260404767436885	False	NONE	0.09055991488425692	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	GALR3	0.0216465229020776	0.034550753725249725	0.467074242146171	0.24326991663399547	False	NONE	0.09236928066234731	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	RBM39	0.02147242268194579	0.036030640829298764	0.4523809523809524	0.260404767436885	False	NONE	0.09543100071041825	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	CR2	-0.02062587109895929	0.044019438255165105	-0.4637130167514838	0.24713781718399952	False	NONE	0.11210194247447729	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	EBPL	0.020150508710639944	0.04912768648307028	0.4523809523809524	0.260404767436885	False	NONE	0.12370556309599232	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	AC006372.1	-0.019320733782597792	0.05923464413766821	-0.4520227726316985	0.26082977570213617	False	NONE	0.14375954059510682	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	SYNE3	0.01851575278999003	0.0706319006375767	0.4523809523809524	0.260404767436885	False	NONE	0.1653871313861224	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	MIR2052HG	-0.018503514013520996	0.0708181705856373	-0.45509797952703834	0.25719208545877226	False	NONE	0.16564578246346606	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	IFT80	0.01843419704363678	0.07188076544749462	-0.4523809523809524	0.260404767436885	False	NONE	0.16731704619419233	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	TOMM22	0.017991672823696306	0.07897604885024845	0.4523809523809524	0.260404767436885	False	NONE	0.17964666113394284	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	IP6K3	0.017886931716343264	0.0807362365680873	0.467074242146171	0.24326991663399547	False	NONE	0.18272447191534044	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	TLE3	-0.015878638262622553	0.12106480671327269	-0.4523809523809524	0.260404767436885	False	NONE	0.2488190802239154	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	HDAC7	-0.015431830931784834	0.13189010408930077	-0.4523809523809524	0.260404767436885	False	NONE	0.26517505064253066	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	PIEZO1	0.015255024162777284	0.136375348129008	0.4523809523809524	0.260404767436885	False	NONE	0.2716393721172674	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	LDHAL6B	0.014155889483085904	0.16694091857116114	0.469295317724453	0.24073100627140578	False	NONE	0.3133690747945767	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
AMD	TAF6	0.01371571611013305	0.1805315661414425	0.4523809523809524	0.260404767436885	False	NONE	0.3324967811281035	0.6876421359419953	SCORE_CORRELATION_ONLY	cell-level correlation is descriptive; donor-level support is required for primary candidates
