gene	hvg_candidate	excluded_disease_union	excluded_mitochondrial	excluded_ribosomal	excluded_technical	retained_for_state_discovery	reason	in_AMD_top1000	in_POAG_top1000	in_RE_top1000
PLA2G2C	False	False	False	False	False	False	not_HVG	False	False	False
UBXN10-AS1	False	False	False	False	False	False	not_HVG	False	False	False
UBXN10	False	False	False	False	False	False	not_HVG	False	False	False
LINC01757	False	False	False	False	False	False	not_HVG	False	False	False
Z98257.2	False	False	False	False	False	False	not_HVG	False	False	False
VWA5B1	False	False	False	False	False	False	not_HVG	False	False	False
AL020998.1	False	False	False	False	False	False	not_HVG	False	False	False
LINC01141	False	False	False	False	False	False	not_HVG	False	False	False
AL139254.1	False	False	False	False	False	False	not_HVG	False	False	False
AL139254.2	False	False	False	False	False	False	not_HVG	False	False	False
AL139254.3	False	False	False	False	False	False	not_HVG	False	False	False
CAMK2N1	False	False	False	False	False	False	not_HVG	False	False	False
MUL1	False	False	False	False	False	False	not_HVG	False	False	False
FAM43B	False	False	False	False	False	False	not_HVG	False	False	False
CDA	False	False	False	False	False	False	not_HVG	False	False	False
PINK1	False	False	False	False	False	False	not_HVG	False	False	False
PINK1-AS	False	False	False	False	False	False	not_HVG	False	False	False
DDOST	False	False	False	False	False	False	not_HVG	False	False	False
KIF17	False	False	False	False	False	False	not_HVG	False	False	False
SH2D5	True	False	False	False	False	True	HVG_retained	False	False	False
AL663074.1	False	False	False	False	False	False	not_HVG	False	False	False
HP1BP3	False	False	False	False	False	False	not_HVG	False	False	False
EIF4G3	False	False	False	False	False	False	not_HVG	False	False	False
AL031005.2	False	False	False	False	False	False	not_HVG	False	False	False
ECE1	False	False	False	False	False	False	not_HVG	False	False	False
AL031005.1	False	False	False	False	False	False	not_HVG	False	False	False
AL031728.1	False	False	False	False	False	False	not_HVG	False	False	False
AL592309.2	False	False	False	False	False	False	not_HVG	False	False	False
NBPF3	False	False	False	False	False	False	not_HVG	False	False	False
ALPL	False	False	False	False	False	False	not_HVG	False	False	False
LINC02596	False	False	False	False	False	False	not_HVG	False	False	False
RAP1GAP	False	False	False	False	False	False	not_HVG	False	False	False
USP48	False	False	False	False	False	False	not_HVG	False	False	False
LDLRAD2	False	False	False	False	False	False	not_HVG	False	False	False
HSPG2	False	False	False	False	False	False	not_HVG	False	False	False
CELA3B	True	False	False	False	False	True	HVG_retained	False	False	False
CELA3A	False	False	False	False	False	False	not_HVG	False	False	False
LINC01635	False	False	False	False	False	False	not_HVG	False	False	False
LINC00339	False	False	False	False	False	False	not_HVG	False	False	False
CDC42	False	False	False	False	False	False	not_HVG	False	False	False
CDC42-AS1	False	False	False	False	False	False	not_HVG	False	False	False
CDC42-IT1	False	False	False	False	False	False	not_HVG	False	False	False
WNT4	False	False	False	False	False	False	not_HVG	False	False	False
AL445253.1	False	False	False	False	False	False	not_HVG	False	False	False
ZBTB40	False	False	False	False	False	False	not_HVG	False	False	False
ZBTB40-IT1	False	False	False	False	False	False	not_HVG	False	False	False
EPHA8	False	False	False	False	False	False	not_HVG	False	False	False
C1QA	False	False	False	False	False	False	not_HVG	False	False	False
C1QC	False	False	False	False	False	False	not_HVG	False	False	False
C1QB	False	False	False	False	False	False	not_HVG	False	False	False
EPHB2	False	False	False	False	False	False	not_HVG	False	False	False
AL512444.1	False	False	False	False	False	False	not_HVG	False	False	False
LACTBL1	False	False	False	False	False	False	not_HVG	False	False	False
TEX46	False	False	False	False	False	False	not_HVG	False	False	False
KDM1A	False	False	False	False	False	False	not_HVG	False	False	False
AL031428.1	False	False	False	False	False	False	not_HVG	False	False	False
LUZP1	False	False	False	False	False	False	not_HVG	False	False	False
HTR1D	False	False	False	False	False	False	not_HVG	False	False	False
LINC01355	False	False	False	False	False	False	not_HVG	False	False	False
AL109936.6	False	False	False	False	False	False	not_HVG	False	False	False
HNRNPR	False	False	False	False	False	False	not_HVG	False	False	False
ZNF436	False	False	False	False	False	False	not_HVG	False	False	False
ZNF436-AS1	False	False	False	False	False	False	not_HVG	False	False	False
AL109936.2	False	False	False	False	False	False	not_HVG	False	False	False
TCEA3	False	False	False	False	False	False	not_HVG	False	False	False
ASAP3	False	False	False	False	False	False	not_HVG	False	False	False
E2F2	True	False	False	False	False	True	HVG_retained	False	False	False
AL021154.1	False	False	False	False	False	False	not_HVG	False	False	False
ID3	True	False	False	False	False	True	HVG_retained	False	False	False
AL450043.1	False	False	False	False	False	False	not_HVG	False	False	False
MDS2	False	False	False	False	False	False	not_HVG	False	False	False
RPL11	False	False	False	True	False	False	not_HVG	False	False	False
ELOA-AS1	False	False	False	False	False	False	not_HVG	False	False	False
ELOA	False	False	False	False	False	False	not_HVG	False	False	False
PITHD1	False	False	False	False	False	False	not_HVG	False	False	False
LYPLA2	False	False	False	False	False	False	not_HVG	False	False	False
GALE	False	False	False	False	False	False	not_HVG	False	False	False
HMGCL	False	False	False	False	False	False	not_HVG	False	False	False
FUCA1	False	False	False	False	False	False	not_HVG	False	False	False
CNR2	False	False	False	False	False	False	not_HVG	False	False	False
AL590609.3	False	False	False	False	False	False	not_HVG	False	False	False
PNRC2	False	False	False	False	False	False	not_HVG	False	False	False
SRSF10	False	False	False	False	False	False	not_HVG	False	False	False
AL591178.1	False	False	False	False	False	False	not_HVG	False	False	False
MYOM3	False	True	False	False	False	False	not_HVG	True	False	False
AL591178.2	False	False	False	False	False	False	not_HVG	False	False	False
IL22RA1	False	False	False	False	False	False	not_HVG	False	False	False
IFNLR1	False	False	False	False	False	False	not_HVG	False	False	False
LINC02800	False	False	False	False	False	False	not_HVG	False	False	False
AL138902.1	False	False	False	False	False	False	not_HVG	False	False	False
GRHL3	False	False	False	False	False	False	not_HVG	False	False	False
STPG1	False	False	False	False	False	False	not_HVG	False	False	False
NIPAL3	False	False	False	False	False	False	not_HVG	False	False	False
RCAN3AS	False	False	False	False	False	False	not_HVG	False	False	False
RCAN3	False	False	False	False	False	False	not_HVG	False	False	False
NCMAP-DT	False	False	False	False	False	False	not_HVG	False	False	False
NCMAP	False	False	False	False	False	False	not_HVG	False	False	False
SRRM1	False	False	False	False	False	False	not_HVG	False	False	False
AL445648.1	False	False	False	False	False	False	not_HVG	False	False	False
CLIC4	True	False	False	False	False	True	HVG_retained	False	False	False
RUNX3	False	False	False	False	False	False	not_HVG	False	False	False
AL445471.1	False	False	False	False	False	False	not_HVG	False	False	False
AL445471.2	False	False	False	False	False	False	not_HVG	False	False	False
LINC02793	False	False	False	False	False	False	not_HVG	False	False	False
AL050344.1	False	False	False	False	False	False	not_HVG	False	False	False
AL031432.1	False	False	False	False	False	False	not_HVG	False	False	False
SYF2	False	False	False	False	False	False	not_HVG	False	False	False
AL031432.4	False	False	False	False	False	False	not_HVG	False	False	False
AL031432.5	False	False	False	False	False	False	not_HVG	False	False	False
RSRP1	False	False	False	False	False	False	not_HVG	False	False	False
AL031432.3	False	False	False	False	False	False	not_HVG	False	False	False
RHD	False	False	False	False	False	False	not_HVG	False	False	False
TMEM50A	False	False	False	False	False	False	not_HVG	False	False	False
RHCE	False	False	False	False	False	False	not_HVG	False	False	False
MACO1	False	False	False	False	False	False	not_HVG	False	False	False
LDLRAP1	False	False	False	False	False	False	not_HVG	False	False	False
AL606491.1	False	False	False	False	False	False	not_HVG	False	False	False
MAN1C1	False	False	False	False	False	False	not_HVG	False	False	False
AL031280.1	False	False	False	False	False	False	not_HVG	False	False	False
SELENON	False	False	False	False	False	False	not_HVG	False	False	False
AL020996.1	False	False	False	False	False	False	not_HVG	False	False	False
MTFR1L	False	False	False	False	False	False	not_HVG	False	False	False
AL020996.3	False	False	False	False	False	False	not_HVG	False	False	False
AUNIP	False	False	False	False	False	False	not_HVG	False	False	False
AL033528.2	False	False	False	False	False	False	not_HVG	False	False	False
PAQR7	False	False	False	False	False	False	not_HVG	False	False	False
STMN1	False	False	False	False	False	False	not_HVG	False	False	False
PAFAH2	False	False	False	False	False	False	not_HVG	False	False	False
EXTL1	False	False	False	False	False	False	not_HVG	False	False	False
SLC30A2	False	False	False	False	False	False	not_HVG	False	False	False
AL391650.2	True	False	False	False	False	True	HVG_retained	False	False	False
TRIM63	True	False	False	False	False	True	HVG_retained	False	False	False
PDIK1L	False	False	False	False	False	False	not_HVG	False	False	False
FAM110D	False	False	False	False	False	False	not_HVG	False	False	False
C1orf232	False	False	False	False	False	False	not_HVG	False	False	False
AL391650.1	False	False	False	False	False	False	not_HVG	False	False	False
ZNF593	False	False	False	False	False	False	not_HVG	False	False	False
CNKSR1	True	False	False	False	False	True	HVG_retained	False	False	False
CATSPER4	False	False	False	False	False	False	not_HVG	False	False	False
CEP85	False	False	False	False	False	False	not_HVG	False	False	False
SH3BGRL3	False	False	False	False	False	False	not_HVG	False	False	False
UBXN11	False	False	False	False	False	False	not_HVG	False	False	False
CD52	False	False	False	False	False	False	not_HVG	False	False	False
CRYBG2	False	False	False	False	False	False	not_HVG	False	False	False
ZNF683	False	False	False	False	False	False	not_HVG	False	False	False
LIN28A	False	False	False	False	False	False	not_HVG	False	False	False
DHDDS	False	True	False	False	False	False	not_HVG	True	False	False
AL513365.2	False	False	False	False	False	False	not_HVG	False	False	False
HMGN2	False	True	False	False	False	False	not_HVG	True	False	False
RPS6KA1	False	True	False	True	False	False	not_HVG	True	False	False
AL512408.1	False	False	False	False	False	False	not_HVG	False	False	False
ARID1A	False	False	False	False	False	False	not_HVG	False	False	False
PIGV	False	False	False	False	False	False	not_HVG	False	False	False
ZDHHC18	False	False	False	False	False	False	not_HVG	False	False	False
SFN	False	False	False	False	False	False	not_HVG	False	False	False
GPN2	False	False	False	False	False	False	not_HVG	False	False	False
AL034380.1	False	False	False	False	False	False	not_HVG	False	False	False
GPATCH3	False	False	False	False	False	False	not_HVG	False	False	False
NUDC	False	False	False	False	False	False	not_HVG	False	False	False
NR0B2	False	False	False	False	False	False	not_HVG	False	False	False
KDF1	False	False	False	False	False	False	not_HVG	False	False	False
TRNP1	False	True	False	False	False	False	not_HVG	True	False	False
TENT5B	False	False	False	False	False	False	not_HVG	False	False	False
SLC9A1	False	False	False	False	False	False	not_HVG	False	False	False
AL590640.1	False	False	False	False	False	False	not_HVG	False	False	False
WDTC1	False	False	False	False	False	False	not_HVG	False	False	False
TMEM222	False	False	False	False	False	False	not_HVG	False	False	False
SYTL1	False	True	False	False	False	False	not_HVG	True	False	False
MAP3K6	False	True	False	False	False	False	not_HVG	True	False	False
FCN3	False	True	False	False	False	False	not_HVG	True	False	False
CD164L2	False	True	False	False	False	False	not_HVG	True	False	False
GPR3	False	True	False	False	False	False	not_HVG	True	False	False
WASF2	False	True	False	False	False	False	not_HVG	True	False	False
FO393419.2	False	False	False	False	False	False	not_HVG	False	False	False
BX293535.1	False	False	False	False	False	False	not_HVG	False	False	False
AHDC1	False	True	False	False	False	False	not_HVG	True	False	False
FGR	False	False	False	False	False	False	not_HVG	False	False	False
LINC02574	False	False	False	False	False	False	not_HVG	False	False	False
IFI6	False	False	False	False	False	False	not_HVG	False	False	False
AL445490.1	False	False	False	False	False	False	not_HVG	False	False	False
AL020997.5	False	False	False	False	False	False	not_HVG	False	False	False
FAM76A	False	False	False	False	False	False	not_HVG	False	False	False
STX12	False	False	False	False	False	False	not_HVG	False	False	False
AL020997.2	False	False	False	False	False	False	not_HVG	False	False	False
AL020997.3	False	False	False	False	False	False	not_HVG	False	False	False
