gene_id	gene_symbol	AMD_ZSTAT	AMD_P	POAG_ZSTAT	POAG_P	RE_ZSTAT	RE_P
55166	CENPQ	-0.95894	0.83121	2.2094	0.013572	1.0494	0.14699
55167	MSL2	4.2502	1.0679e-05	-0.13051	0.55192	1.0916	0.13751
55168	MRPS18A	0.33999	0.36693	0.68523	0.2466	-0.096779	0.53855
55170	PRMT6	1.9206	0.027388	0.033383	0.48668	2.6011	0.004646
55171	TBCCD1	-1.5066	0.93404	0.81196	0.20841	1.098	0.13611
55172	DNAAF2	-0.21564	0.58537	0.4849	0.31387	-0.1067	0.54248
55173	MRPS10	-0.33836	0.63245	0.14919	0.4407	-0.58621	0.72113
55174	INTS10	0.03841	0.48468	-0.17359	0.56891	0.42639	0.33491
55175	KLHL11	-0.1678	0.56663	1.7344	0.041425	3.1556	0.00080089
55176	SEC61A2	0.63818	0.26168	-0.31922	0.62522	0.95101	0.1708
55177	RMDN3	-0.029597	0.51181	-0.57348	0.71684	3.4024	0.00033399
55178	RNMTL1	-1.1274	0.8702	-0.057715	0.52301	-1.0032	0.84211
55179	FAIM	-2.2331	0.98723	-0.46605	0.67941	1.3184	0.093692
5518	PPP2R1A	1.3018	0.096498	0.061713	0.4754	0.47603	0.31703
55180	LINS	0.64676	0.25889	0.6688	0.25181	0.73634	0.23076
55181	SMG8	-0.39323	0.65293	0.17866	0.4291	1.3331	0.091257
55182	RNF220	0.36814	0.35638	-0.043917	0.51751	0.21395	0.41529
55183	RIF1	0.09236	0.46321	0.2401	0.40512	-0.24507	0.5968
55184	DZANK1	1.1277	0.12972	-0.38604	0.65027	3.6769	0.00011805
55186	SLC25A36	0.10393	0.45861	1.1826	0.11848	1.0556	0.14558
55187	VPS13D	-1.0013	0.84167	0.40517	0.34268	-0.54587	0.70742
55188	RIC8B	1.7814	0.037425	5.0064	2.7735e-07	2.5429	0.005497
5519	PPP2R1B	0.62041	0.26749	-0.69732	0.7572	1.6963	0.044917
55190	NUDT11	0.31013	0.37823	1.86	0.031439		
55191	NADSYN1	0.22837	0.40968	-0.15187	0.56036	1.3422	0.089759
55192	DNAJC17	0.92812	0.17667	-0.1532	0.56088	3.4288	0.00030309
55193	PBRM1	-1.0099	0.84373	3.2213	0.0006381	2.0705	0.019202
55194	EVA1B	0.27725	0.3908	2.1661	0.015151	0.7947	0.21339
55195	C14orf105	-1.6544	0.95098	-0.67575	0.7504	1.0917	0.13748
55196	KIAA1551	-1.2854	0.90068	-0.80728	0.79025	1.7621	0.03903
55197	RPRD1A	-1.6381	0.9493	-0.78149	0.78274	3.3165	0.00045578
55198	APPL2	-0.37024	0.6444	1.4874	0.068452	2.603	0.0046206
55199	FAM86C1	-0.19411	0.57695	0.0096801	0.49614	1.1076	0.13401
552	AVPR1A	-0.79989	0.78811	0.58106	0.2806	1.2225	0.11075
5520	PPP2R2A	0.73257	0.23191	-0.8243	0.79511	1.2198	0.11127
55200	PLEKHG6	-0.57743	0.71817	-0.76434	0.77767	-1.6792	0.95345
55201	MAP1S	-0.53553	0.70386	-0.21002	0.58317	0.37199	0.35495
55203	LGI2	1.2372	0.10801	0.035918	0.48567	0.67387	0.2502
55204	GOLPH3L	0.45868	0.32323	0.20558	0.41856	4.059	2.464e-05
55205	ZNF532	-2.0392	0.97928	-1.2153	0.88788	0.057133	0.47722
55206	SBNO1	2.1596	0.0154	2.0999	0.017867	1.3471	0.088974
55207	ARL8B	2.1405	0.016157	1.8227	0.034176	0.038942	0.48447
55208	DCUN1D2	-0.62379	0.73362	-0.1222	0.54863	-0.11795	0.54695
55209	SETD5	-1.3374	0.90945	1.832	0.033473	1.2625	0.10338
5521	PPP2R2B	-0.65848	0.74488	0.46948	0.31936	4.6613	1.5713e-06
55210	ATAD3A	-0.02956	0.51179	1.444	0.074373	1.7647	0.038811
55211	DPPA4	-0.4063	0.65774	-0.61926	0.73213	0.31356	0.37693
55212	BBS7	1.1386	0.12744	0.011673	0.49534	1.5111	0.065378
55213	RCBTB1	-2.5456	0.99455	2.0018	0.022653	6.1094	5e-10
55214	P3H2	-0.88164	0.81102	1.8761	0.030322	0.79292	0.21391
55215	FANCI	3.0037	0.0013336	0.0579	0.47691	1.3165	0.094009
55216	C11orf57	-1.7052	0.95592	-0.16775	0.56661	3.029	0.0012267
55217	TMLHE	1.6629	0.048168	-0.17162	0.56813		
55218	EXD2	2.6276	0.0042996	-0.40819	0.65843	3.7662	8.2868e-05
55219	TMEM57	-0.48628	0.68662	-1.0922	0.86262	2.355	0.0092604
5522	PPP2R2C	-0.49099	0.68828	-0.64029	0.73901	0.56888	0.28472
55220	KLHDC8A	1.0742	0.14136	2.3543	0.00928	5.8443	2.5439e-09
55222	LRRC20	0.051239	0.47957	0.70384	0.24077	-0.41024	0.65919
55223	TRIM62	0.0066516	0.49735	0.010611	0.49577	0.90566	0.18256
55224	ETNK2	0.2602	0.39735	-0.99375	0.83983	1.7476	0.040265
55225	RAVER2	0.17151	0.43191	0.82431	0.20488	-0.60213	0.72645
55226	NAT10	0.65874	0.25503	1.2788	0.10049	1.2553	0.10468
55227	LRRC1	-0.66305	0.74635	0.99242	0.1605	2.674	0.0037478
55228	PNMAL1	0.07445	0.47033	-0.055572	0.52216	0.071416	0.47153
55229	PANK4	0.38647	0.34957	-1.5627	0.94094	3.5194	0.00021627
5523	PPP2R3A	2.931	0.0016892	0.019656	0.49216	-0.34501	0.63496
55230	USP40	0.38305	0.35084	-1.3506	0.91159	-0.017713	0.50707
55231	CCDC87	1.4218	0.077544	1.2701	0.10202	2.1287	0.01664
55233	MOB1A	1.95	0.025589	-1.3811	0.91638	0.73476	0.23124
55234	SMU1	1.2525	0.10519	-1.2116	0.88716	1.8831	0.029842
55236	UBA6	-0.71661	0.76319	1.163	0.1224	3.3247	0.00044252
55237	VRTN	0.91461	0.1802	2.2081	0.013618	3.8495	5.9191e-05
55238	SLC38A7	-0.727	0.76639	0.87733	0.19015	1.2949	0.097683
55239	OGFOD1	1.096	0.13653	0.25676	0.39868	0.022543	0.49101
5524	PPP2R4	0.54508	0.29285	0.067268	0.47318	0.84343	0.1995
55240	STEAP3	0.15184	0.43966	2.7713	0.0027915	0.011764	0.49531
55243	KIRREL	0.88018	0.18938	0.011607	0.49537	6.1094	5e-10
55244	SLC47A1	-1.0912	0.8624	0.78419	0.21646	3.7205	9.9428e-05
55245	UQCC1	-0.3883	0.6511	-1.1426	0.8734	3.1205	0.00090259
55246	CCDC25	-0.70462	0.75948	-1.3496	0.91143	3.7504	8.8272e-05
55247	NEIL3	-0.34702	0.63571	-1.0578	0.85492	0.10737	0.45725
55248	TMEM206	2.2886	0.011051	0.41431	0.33932	1.8404	0.032854
55249	YY1AP1	0.52704	0.29908	2.4627	0.0068941	2.5935	0.0047508
5525	PPP2R5A	2.1635	0.01525	0.64635	0.25902	2.4865	0.0064507
55250	ELP2	-0.53756	0.70456	-1.4179	0.9219	2.2047	0.013737
55251	PCMTD2	1.842	0.032737	-0.29803	0.61716	0.95182	0.17059
55252	ASXL2	-2.0503	0.97983	-0.40852	0.65855	3.8178	6.7333e-05
55253	TYW1	-1.4385	0.92486	-1.1065	0.86574	-0.0094855	0.50378
55254	TMEM39A	-0.49632	0.69016	-0.18476	0.57329	1.232	0.10898
55255	WDR41	-0.31911	0.62518	-0.63635	0.73772	0.95612	0.16951
55256	ADI1	-0.097243	0.53873	0.84089	0.20021	1.0715	0.14196
55257	MRGBP	1.1715	0.12069	-1.1418	0.87324	2.0476	0.0203
55258	THNSL2	0.26052	0.39723	0.26242	0.3965	0.76991	0.22068
55259	CASC1	-0.24	0.59483	-0.69464	0.75636	-1.3107	0.90502
5526	PPP2R5B	-0.02078	0.50829	0.5306	0.29785	2.6956	0.0035132
55260	TMEM143	-1.7588	0.9607	-0.58605	0.72108	-1.2847	0.90054
55262	C7orf43	2.5237	0.005806	-0.57187	0.71629	5.5667	1.2983e-08
55266	TMEM19	0.013866	0.49447	-0.099651	0.53969	-0.092776	0.53696
55267	PRR34	-0.41669	0.66155	0.79234	0.21408	0.31358	0.37692
55268	ECHDC2	0.20533	0.41866	-0.4219	0.66345	2.7605	0.002886
55269	PSPC1	1.6424	0.050254	-2.7651	0.99715	-0.17139	0.56804
5527	PPP2R5C	1.539	0.061903	0.45405	0.3249	0.12463	0.45041
55270	NUDT15	1.0926	0.13729	-0.17267	0.56855	-0.35575	0.63899
55272	IMP3	2.8683	0.0020635	1.2882	0.09884	1.9203	0.027413
55273	TMEM100	-1.9241	0.97283	0.66033	0.25452	-0.45235	0.67449
55274	PHF10	1.1607	0.12288	-0.44821	0.673	1.8715	0.03064
55275	VPS53	0.98745	0.16171	-0.95852	0.8311	-1.031	0.84874
55276	PGM2	0.3438	0.3655	0.0407	0.48377	-1.0273	0.84787
55277	FGGY	0.34015	0.36687	0.079668	0.46825	3.3032	0.00047789
55278	QRSL1	-0.34363	0.63444	-0.66053	0.74554	1.7775	0.037744
55279	ZNF654	2.1919	0.014192	0.25825	0.39811	2.8835	0.0019665
5528	PPP2R5D	0.89949	0.1842	0.17602	0.43014	0.52976	0.29814
55280	CWF19L1	0.084663	0.46626	-0.20827	0.58249	2.113	0.017302
55281	TMEM140	0.24125	0.40468	1.6191	0.052714	1.6963	0.044917
55282	LRRC36	-0.87695	0.80974	-0.29098	0.61447	4.4772	3.7821e-06
55283	MCOLN3	1.2095	0.11323	0.16835	0.43315	0.6668	0.25245
55284	UBE2W	1.2809	0.10012	-0.4397	0.66992	2.0401	0.020668
55285	RBM41	0.54873	0.29159	1.0898	0.13791		
55286	C4orf19	-0.063281	0.52523	-0.0058297	0.50233	-0.90658	0.81768
55287	TMEM40	1.076	0.14096	0.21973	0.41304	2.6728	0.0037607
55288	RHOT1	-0.18864	0.57481	0.112	0.45541	2.8574	0.0021356
552889	ATXN7L3B	-0.88685	0.81242	-0.63238	0.73643	-0.010095	0.50403
55289	ACOXL	1.3224	0.093011	1.3944	0.081598	1.5445	0.061228
552891	DNAJC25-GNG10	0.73514	0.23113	0.34042	0.36677	0.19829	0.42141
5529	PPP2R5E	-0.067427	0.52688	0.73605	0.23085	3.9479	3.9414e-05
55290	BRF2	0.020416	0.49186	0.010895	0.49565	0.3672	0.35673
552900	BOLA2	-0.92042	0.82132	0.038645	0.48459	-0.90837	0.81816
55291	PPP6R3	0.021344	0.49149	1.4924	0.067791	0.47771	0.31643
55293	UEVLD	1.28	0.10028	-0.55197	0.70951	2.1378	0.016265
55294	FBXW7	-0.76536	0.77797	-0.044535	0.51776	0.52454	0.29995
55295	KLHL26	0.53137	0.29758	-0.018687	0.50745	1.3397	0.090178
55296	TBC1D19	-0.91604	0.82018	-0.0082155	0.50328	-0.045326	0.51808
55297	CCDC91	1.8933	0.029157	2.2237	0.013086	5.1915	1.0428e-07
55298	RNF121	0.9848	0.16236	-0.33467	0.63106	0.39319	0.34709
55299	BRIX1	-1.4656	0.92862	-2.3706	0.99112	0.52872	0.2985
553	AVPR1B	-0.54957	0.70869	0.96676	0.16683	0.53826	0.2952
5530	PPP3CA	-1.5937	0.9445	0.52011	0.30149	0.48068	0.31537
55300	PI4K2B	-1.0964	0.86355	0.17205	0.4317	2.3174	0.01024
55301	OLAH	-0.5972	0.72481	0.62184	0.26702	-0.837	0.7987
55303	GIMAP4	0.24543	0.40306	0.28376	0.3883	0.96458	0.16738
55304	SPTLC3	-0.69143	0.75535	0.28784	0.38674	0.28363	0.38835
55308	DDX19A	-0.70027	0.75812	-0.080871	0.53223	3.497	0.00023527
5531	PPP4C	0.21107	0.41642	0.028879	0.48848	-0.15218	0.56048
55311	ZNF444	0.24574	0.40294	0.15514	0.43836	1.7716	0.038227
553115	PEF1	0.34445	0.36526	1.7754	0.037915	0.98485	0.16235
55312	RFK	-0.48188	0.68505	1.002	0.15818	0.44489	0.3282
55313	CPPED1	1.3948	0.081545	1.5125	0.065201	1.4527	0.073155
55314	TMEM144	0.39102	0.34789	1.2796	0.10035	1.1662	0.12176
55315	SLC29A3	-0.10266	0.54089	-0.70498	0.75959	-1.0273	0.84785
553158	PRR5-ARHGAP8	-0.35284	0.63789	3.2717	0.00053445	1.6859	0.045908
55316	RSAD1	-1.299	0.90303	0.14388	0.4428	2.254	0.012099
55317	AP5S1	1.0967	0.13638	1.6677	0.047692	0.90719	0.18215
55319	TMA16	-1.2906	0.90158	1.3553	0.087654	-0.32509	0.62744
5532	PPP3CB	0.22983	0.40911	-0.50586	0.69352	2.3806	0.0086428
55320	MIS18BP1	0.49602	0.30994	-0.71579	0.76294	-0.69688	0.75706
55321	TMEM74B	-0.037266	0.51486	1.6357	0.050954	2.1843	0.01447
55322	C5orf22	-0.35187	0.63753	-0.88559	0.81208	-0.43995	0.67001
55323	LARP6	1.9434	0.025984	1.6763	0.04684	-1.219	0.88858
55324	ABCF3	-0.085966	0.53425	-1.5217	0.93596	1.2432	0.10689
55325	UFSP2	-0.92443	0.82237	1.171	0.1208	1.3299	0.091775
55326	AGPAT5	-0.46913	0.68051	-0.93282	0.82454	-0.47958	0.68424
55327	LIN7C	-0.65624	0.74417	-1.7178	0.95708	3.0808	0.0010323
55328	RNLS	0.82281	0.20531	2.1607	0.015359	8.2702	6.6845e-17
55329	MNS1	0.050692	0.47979	0.34869	0.36366	1.6864	0.04586
5533	PPP3CC	0.076334	0.46958	-1.3391	0.90974	0.23325	0.40778
55330	BLOC1S4	0.97822	0.16398	-0.5621	0.71298	-0.33545	0.63136
55331	ACER3	1.1759	0.11983	1.0692	0.14249	-1.6848	0.95399
55332	DRAM1	1.7306	0.04176	0.67312	0.25043	-0.027694	0.51105
55333	SYNJ2BP	-1.8428	0.96732	0.89023	0.18667	0.89526	0.18532
55334	SLC39A9	-1.1264	0.87	-1.7512	0.96004	0.95846	0.16891
55335	NIPSNAP3B	-1.9639	0.97523	0.44031	0.32986	1.4994	0.066886
55336	FBXL8	0.24212	0.40434	-0.1143	0.5455	4.2713	9.7156e-06
55337	C19orf66	-2.735	0.99688	0.10297	0.45899	0.95383	0.17008
55339	WDR33	0.77146	0.22022	0.43175	0.33296	3.5825	0.00017016
5534	PPP3R1	0.1449	0.4424	0.043433	0.48268	1.662	0.048255
55340	GIMAP5	0.098387	0.46081	-0.5537	0.71011	-0.648	0.74151
55341	LSG1	-0.77076	0.77958	-0.63333	0.73674	0.042379	0.4831
55342	STRBP	0.45805	0.32346	1.0312	0.15123	-0.68637	0.75376
55343	SLC35C1	-0.80408	0.78933	0.66994	0.25145	2.0761	0.018943
55345	ZGRF1	1.365	0.086131	1.2286	0.10961	-0.54196	0.70608
55346	TCP11L1	0.10354	0.45877	0.68944	0.24527	0.2497	0.40141
55347	ABHD10	0.28326	0.38849	0.79188	0.21422	1.5436	0.061342
55349	CHDH	0.56792	0.28504	0.36343	0.35814	7.1792	3.505e-13
5535	PPP3R2	-0.80254	0.78888	-0.17201	0.56829	-0.028736	0.51146
55350	VNN3	-0.00048137	0.50019	0.35165	0.36255	-0.72414	0.76551
55351	STK32B	-1.3412	0.91008	-1.3144	0.90564	1.7163	0.043056
55352	COPRS	0.5837	0.27971	0.10572	0.4579	2.3433	0.0095561
55353	LAPTM4B	-0.57055	0.71585	1.987	0.023463	1.2118	0.1128
55355	HJURP	-0.39122	0.65218	-0.15639	0.56214	0.35656	0.36071
55356	SLC22A15	-0.32559	0.62763	-0.12462	0.54959	1.7608	0.039136
55357	TBC1D2	1.3591	0.087063	0.8054	0.21029	0.79495	0.21332
55359	STYK1	-0.31105	0.62212	0.40744	0.34184	1.7904	0.036696
5536	PPP5C	-1.1247	0.86965	-0.83054	0.79688	0.088082	0.46491
55361	PI4K2A	1.2647	0.10299	-1.4214	0.92241	4.8952	4.9094e-07
55362	TMEM63B	0.81777	0.20675	1.4622	0.071848	4.1071	2.0033e-05
55363	HEMGN	-0.85939	0.80494	2.7309	0.0031584	0.52046	0.30137
55364	IMPACT	-0.18653	0.57399	-0.38251	0.64896	0.96082	0.16832
55365	TMEM176A	0.71642	0.23686	0.56856	0.28483	3.3373	0.00042301
55366	LGR4	-0.56643	0.71445	-0.75331	0.77437	2.846	0.0022133
55367	PIDD1	1.309	0.095259	1.6684	0.047621	2.8246	0.0023671
5537	PPP6C	-2.2987	0.98924	-1.3469	0.91099	5.9434	1.3957e-09
55374	TMCO6	-0.3429	0.63416	0.51357	0.30378	3.9305	4.2389e-05
55379	LRRC59	-1.161	0.87718	2.0079	0.022326	1.9155	0.027715
5538	PPT1	1.1108	0.13332	-0.30974	0.62162	4.7273	1.1374e-06
55388	MCM10	1.3318	0.091462	-0.70717	0.76027	-1.34	0.90987
5539	PPY	-0.66982	0.74851	2.6768	0.003716	1.7816	0.037406
554	AVPR2	-1.0071	0.84306	-0.15041	0.55978		
5540	NPY4R	-0.59807	0.7251	0.033419	0.48667		
5542	PRB1	-0.9249	0.82249	0.49702	0.30959	-0.1983	0.57859
55421	C17orf85	1.2139	0.1124	1.1531	0.12444	0.43221	0.3328
55422	ZNF331	-0.70479	0.75953	-2.0526	0.97994	-0.55595	0.71088
554223	LOC554223	1.409	0.079415	3.335	0.00042652	2.936	0.0016622
55423	SIRPG	1.0858	0.13877	0.94044	0.1735	0.97879	0.16384
554235	ASPDH	-0.69712	0.75714	0.26672	0.39484	-0.76871	0.77897
55425	GPALPP1	-0.10201	0.54063	1.3701	0.085323	1.1958	0.11589
554251	FBXO48	1.6954	0.044999	1.8403	0.03286	-0.12703	0.55054
554313	HIST2H4B	1.2636	0.10319	2.0853	0.018521	3.139	0.00084772
55432	YOD1	0.16328	0.43515	-0.50855	0.69447	2.089	0.018352
55435	AP1AR	0.17392	0.43096	1.3406	0.090026	1.8118	0.03501
55437	STRADB	0.92497	0.17749	0.96357	0.16763	-0.11389	0.54534
5544	PRB3	-0.348	0.63608	-0.44404	0.67149	-0.34656	0.63554
5545	PRB4	-0.92784	0.82325	0.66085	0.25435	0.02749	0.48903
55450	CAMK2N1	-0.67974	0.75167	-1.5453	0.93887	0.40223	0.34376
55454	CSGALNACT2	-0.42245	0.66365	0.76723	0.22147	1.0162	0.15477
5546	PRCC	1.8418	0.032752	1.479	0.06957	2.9853	0.0014166
55466	DNAJA4	1.5928	0.055606	-1.0066	0.84293	-0.30517	0.61988
5547	PRCP	0.55653	0.28892	0.040064	0.48402	-0.76838	0.77887
55471	NDUFAF7	-0.46554	0.67923	1.1743	0.12013	3.7467	8.9605e-05
55486	PARL	-0.37794	0.64726	0.98651	0.16194	1.527	0.063376
5549	PRELP	-1.6688	0.95242	-1.9735	0.97578	0.55341	0.28999
5550	PREP	1.6347	0.051059	-0.82434	0.79513	1.0544	0.14585
55500	ETNK1	0.6841	0.24696	-0.62479	0.73395	6.1094	5e-10
55501	CHST12	-0.44002	0.67004	0.91557	0.17995	3.5034	0.00022965
55502	HES6	0.038418	0.48468	-0.43192	0.6671	3.3236	0.00044426
55503	TRPV6	0.076092	0.46967	0.9339	0.17518	-0.16954	0.56731
55504	TNFRSF19	0.29926	0.38237	-0.31733	0.6245	1.5102	0.065499
55505	NOP10	0.776	0.21887	-0.86402	0.80621	3.2431	0.00059118
55506	H2AFY2	0.98658	0.16192	0.39896	0.34496	-0.099053	0.53945
55507	GPRC5D	0.6038	0.27299	-0.82707	0.7959	1.5014	0.06662
55508	SLC35E3	1.1089	0.13374	0.42883	0.33402	0.48677	0.31321
55509	BATF3	1.7728	0.038133	-0.59497	0.72407	1.1472	0.12564
5551	PRF1	-0.24574	0.59706	1.753	0.0398	1.1479	0.1255
55510	DDX43	0.7695	0.2208	0.5661	0.28566	1.1784	0.11932
55511	SAGE1	-0.19076	0.57564	-1.0618	0.85585		
55512	SMPD3	1.5531	0.0602	-1.1905	0.88308	5.0944	1.7489e-07
55515	ASIC4	1.3525	0.088107	1.0104	0.15616	3.0434	0.0011696
5552	SRGN	0.65044	0.2577	-0.97181	0.83443	1.2926	0.098072
55520	ELAC1	0.33582	0.3685	-0.44462	0.6717	1.4245	0.077145
55521	TRIM36	-0.73292	0.7682	0.67996	0.24827	0.76895	0.22096
55526	DHTKD1	-0.64182	0.73951	-0.73942	0.77017	0.87434	0.19097
55527	FEM1A	0.23634	0.40658	1.8698	0.030754	0.049467	0.48027
55529	TMEM55A	-2.2274	0.98704	-1.3582	0.9128	2.9985	0.0013566
5553	PRG2	-0.60239	0.72654	0.26253	0.39646	2.4253	0.0076486
55530	SVOP	-0.15424	0.56129	1.8992	0.028771	0.79796	0.21245
55531	ELMOD1	0.47976	0.3157	1.7032	0.044265	-1.8651	0.96891
55532	SLC30A10	0.38983	0.34833	1.1371	0.12775	3.3746	0.00036962
55534	MAML3	1.3395	0.090198	0.040107	0.484	0.39834	0.34519
55536	CDCA7L	-0.96456	0.83262	0.74045	0.22951	2.2594	0.01193
5554	PRH1	0.68229	0.24753	0.83547	0.20173	-0.03833	0.51529
55540	IL17RB	0.8375	0.20116	0.11564	0.45397	5.0437	2.2832e-07
55544	RBM38	0.87048	0.19202	-0.3976	0.65454	-0.21084	0.58349
5555	PRH2	0.592	0.27693	2.0492	0.020219	0.12283	0.45112
55552	ZNF823	0.023928	0.49046	-0.89658	0.81503	-1.4759	0.93002
55553	SOX6	-0.34837	0.63622	-0.59774	0.72499	4.085	2.204e-05
55554	KLK15	-2.0104	0.97781	0.8682	0.19264	-0.71223	0.76184
55556	ENOSF1	1.0346	0.15042	0.36443	0.35777	1.7952	0.036308
55558	PLXNA3	-0.98385	0.8374	0.13168	0.44762		
55559	HAUS7	-0.39885	0.655	-1.2431	0.89308		
55561	CDC42BPG	-0.79886	0.78781	0.37841	0.35256	2.0508	0.020144
55565	ZNF821	0.95455	0.1699	0.38143	0.35144	4.1346	1.7777e-05
55567	DNAH3	0.19676	0.42201	-1.3827	0.91662	1.4912	0.067949
55568	GALNT10	0.01608	0.49359	-0.065339	0.52605	-0.54303	0.70645
5557	PRIM1	0.93737	0.17428	0.41907	0.33758	1.2274	0.10983
55571	CNOT11	0.16215	0.43559	0.82181	0.20559	3.5358	0.00020324
55572	FOXRED1	-1.5613	0.94077	-2.0908	0.98173	2.2501	0.01222
55573	CDV3	0.56123	0.28732	1.5394	0.061851	1.2174	0.11172
55576	STAB2	1.7586	0.039321	0.44176	0.32933	0.34093	0.36658
55577	NAGK	-0.36563	0.64268	1.2039	0.11432	0.93042	0.17608
55578	SUPT20H	-0.70586	0.75986	-1.3324	0.90863	2.7972	0.0025777
55582	KIF27	0.83191	0.20273	0.80087	0.2116	1.0539	0.14596
55584	CHRNA9	-0.25522	0.60072	-1.0732	0.8584	-0.23573	0.59318
55585	UBE2Q1	1.7976	0.036121	-0.52269	0.6994	2.0896	0.018329
55586	MIOX	0.40019	0.34451	0.54345	0.29341	0.68714	0.246
55588	MED29	-0.59878	0.72534	1.234	0.10859	1.3215	0.093167
55589	BMP2K	-0.24253	0.59582	0.97302	0.16527	1.5307	0.062922
55591	VEZT	-0.12001	0.54776	0.97018	0.16598	-0.10577	0.54212
55593	OTUD5	-0.7709	0.77962	0.70375	0.24079		
55596	ZCCHC8	-0.59192	0.72305	0.85237	0.19701	2.615	0.004462
55599	RNPC3	-0.34343	0.63436	0.90724	0.18214	-1.4723	0.92952
55600	ITLN1	-0.54688	0.70777	0.77431	0.21937	0.81348	0.20797
55601	DDX60	-1.877	0.96974	-1.0357	0.84983	0.81232	0.2083
55602	CDKN2AIP	0.21723	0.41401	-1.9295	0.97317	-0.10401	0.54142
55603	FAM46A	0.94342	0.17273	0.41916	0.33755	4.1767	1.4789e-05
55604	LRRC16A	1.1701	0.12098	0.42536	0.33529	3.7518	8.7769e-05
55605	KIF21A	0.29807	0.38282	-1.2442	0.89329	0.38956	0.34843
55607	PPP1R9A	-0.44484	0.67178	-0.75796	0.77576	2.4641	0.0068683
55608	ANKRD10	-0.0089635	0.50358	-0.53482	0.70361	3.1001	0.00096729
55609	ZNF280C	0.69635	0.2431	1.4033	0.080268		
55610	CCDC132	0.914	0.18036	-0.76052	0.77653	0.50205	0.30782
55611	OTUB1	0.4314	0.33309	1.639	0.050608	-0.045816	0.51827
55612	FERMT1	0.028189	0.48876	0.46656	0.32041	1.3745	0.084648
55613	MTMR8	-0.33175	0.62996	0.77076	0.22042		
55614	KIF16B	1.3342	0.091077	0.079861	0.46817	-0.82488	0.79528
55615	PRR5	0.086532	0.46552	2.6405	0.0041392	2.5259	0.0057697
55616	ASAP3	-1.3016	0.90347	0.8447	0.19914	-0.1726	0.56852
55617	TASP1	-0.94031	0.82647	0.60511	0.27255	0.56719	0.28529
55619	DOCK10	-0.29462	0.61586	0.09354	0.46274	-0.47832	0.68379
5562	PRKAA1	-0.9713	0.8343	0.99506	0.15985	2.7298	0.0031688
55620	STAP2	-0.3654	0.64259	0.13066	0.44802	0.78398	0.21653
55621	TRMT1	0.1061	0.45775	0.61481	0.26934	4.0838	2.215e-05
55622	TTC27	-1.55	0.93942	-0.0027373	0.50109	1.4652	0.07144
55623	THUMPD1	0.47623	0.31695	-0.0094129	0.50376	1.8707	0.030696
55624	POMGNT1	0.54567	0.29265	1.5489	0.060698	2.3103	0.010435
55625	ZDHHC7	-2.0252	0.97858	0.47416	0.31769	0.94933	0.17123
55626	AMBRA1	1.7838	0.037227	1.1128	0.1329	0.92614	0.17719
55627	SMPD4	0.93632	0.17455	-0.93415	0.82489	0.24095	0.4048
55628	ZNF407	0.75567	0.22492	1.9617	0.024901	-1.1498	0.87489
55629	PNRC2	1.1888	0.11725	0.68233	0.24752	0.58726	0.27851
5563	PRKAA2	-1.1717	0.87933	-0.43655	0.66878	-0.40134	0.65592
55630	SLC39A4	0.99795	0.15915	-0.55212	0.70957	1.2219	0.11087
55631	LRRC40	-1.5538	0.93989	0.94576	0.17214	0.39267	0.34728
55632	G2E3	1.5665	0.058612	-0.38063	0.64826	-1.4453	0.92581
55633	TBC1D22B	0.23139	0.40851	0.41706	0.33832	0.066658	0.47343
55634	KRBOX4	0.060006	0.47608	0.63192	0.26372		
55635	DEPDC1	2.7693	0.0028092	1.1519	0.12467	0.33856	0.36747
55636	CHD7	-1.3342	0.90894	-1.1751	0.88003	6.6103	1.9178e-11
55638	SYBU	-1.7693	0.96157	-0.51432	0.69648	0.45055	0.32616
5564	PRKAB1	1.7226	0.042481	-1.7914	0.96339	0.68466	0.24678
55640	FLVCR2	0.84753	0.19835	2.0411	0.02062	1.7029	0.044291
55643	BTBD2	-1.0569	0.85472	0.48094	0.31528	0.59372	0.27635
55644	OSGEP	-1.8272	0.96617	0.28538	0.38767	0.79002	0.21476
55646	LYAR	-0.055993	0.52233	-0.31924	0.62523	1.704	0.044193
55647	RAB20	-0.69116	0.75527	0.7223	0.23506	-0.24584	0.5971
5565	PRKAB2	-0.41761	0.66188	-2.0284	0.97874	-0.25184	0.59942
55650	PIGV	0.070013	0.47209	1.0498	0.1469	2.3313	0.0098681
55651	NHP2	1.4086	0.079484	0.11576	0.45392	1.9553	0.025273
55652	SLC48A1	0.377	0.35309	2.9977	0.00136	-1.2063	0.88615
55653	BCAS4	0.27276	0.39252	0.43786	0.33074	2.5059	0.0061077
55654	TMEM127	0.085566	0.46591	0.68556	0.2465	1.3679	0.085678
55655	NLRP2	1.1892	0.11718	0.11391	0.45466	-0.63372	0.73687
55656	INTS8	1.0035	0.15781	-0.48356	0.68565	2.7917	0.0026213
55657	ZNF692	0.60865	0.27138	-0.43545	0.66838	-0.34764	0.63595
55658	RNF126	0.66654	0.25253	0.60646	0.2721	2.5881	0.0048259
55659	ZNF416	-0.78908	0.78497	-0.93164	0.82424	0.1245	0.45046
5566	PRKACA	0.89425	0.18559	-1.4192	0.92208	2.8567	0.0021401
55660	PRPF40A	-0.54352	0.70661	1.278	0.10063	2.9505	0.0015863
